section-num,section-name,question,options,correct-answer,note,difficulty,handbook-page,handbook-section
4,"Parking, Stopping, or Standing",How close may you not park to an intersection?,"a: 20 feet.,b: 30 feet.,c: 35 feet.",a,"Many states prohibit parking within 20 feet of a crosswalk at an intersection, but the exact distance can vary by state law and by whether there is a marked crosswalk or traffic signal. Always check your state’s driver handbook for the specific minimum distance where you live, and never park where you block visibility for drivers or pedestrians.",difficult,42,"Chapter 7: Parking, Stopping, or Standing"
4,"Parking, Stopping, or Standing",When may you leave your vehicle unattended with the engine running?,"a: For a brief period.,b: Never.,c: Near a railroad crossing.",b,"It is illegal to leave a vehicle idling unattended without turning off the engine and securing it, except with a remote starter.",difficult,43,"Chapter 7: Parking, Stopping, or Standing"
4,"Parking, Stopping, or Standing",What should you do when you hear or see an emergency vehicle approaching?,"a: Stop immediately.,b: Drive to the right and stop.,c: Proceed slowly to let it pass.",b,"When you see or hear an emergency vehicle using its siren and/or flashing lights, you must yield the right-of-way by pulling as close as safely possible to the right edge of the road and stopping. Do not stop in an intersection; clear the intersection first, then pull over and stop until the emergency vehicle has passed.",,42,"Chapter 7: Parking, Stopping, or Standing"
4,"Parking, Stopping, or Standing",How close may you not park to a traffic control signal?,"a: 50 feet.,b: 30 feet.,c: 35 feet.",b,Do not park within 30 feet of a traffic control signal to avoid obstructing visibility and causing crashes.,difficult,42,"Chapter 7: Parking, Stopping, or Standing"
4,"Parking, Stopping, or Standing",What must you do when an emergency vehicle with sirens or lights approaches?,"a: Slow down until it passes.,b: Drive to the right and stop.,c: Motion for it to pass.",b,"When an emergency vehicle approaches with lights and siren on, you must yield the right‑of‑way by pulling as far to the right side of the road as possible and stopping. Stay stopped until the emergency vehicle has passed, unless a police officer directs you otherwise.",,42,"Chapter 7: Parking, Stopping, or Standing"
4,"Parking, Stopping, or Standing",What should you do when passing a stopped emergency vehicle?,"a: Increase speed.,b: Vacate the closest lane or slow down.,c: Ask if help is needed.",b,"Move to a lane away from a stopped emergency vehicle or slow down if unable to change lanes, giving it space.",,42,"Chapter 7: Parking, Stopping, or Standing"
4,"Parking, Stopping, or Standing",Can you park on a freeway shoulder?,"a: With four-way flashers on.,b: Only in emergencies.,c: To check a map.",b,"You may only stop or park on a freeway shoulder in an emergency, such as a breakdown or medical issue. Using your flashers or checking a map is not a valid reason to park there, because stopped vehicles on high‑speed roads create a serious hazard.",,43,"Chapter 7: Parking, Stopping, or Standing"
4,"Parking, Stopping, or Standing",When may you drive in an HOV lane?,"a: When your vehicle meets the minimum occupancy shown on the HOV signs (for example, two or more occupants).,b: Whenever you are driving slower than traffic.,c: Whenever you are driving faster than traffic.",a,"High-Occupancy Vehicle (HOV) lanes are reserved for vehicles that meet the minimum occupancy shown on the signs, often two or more people per vehicle. You must follow the posted HOV rules; speed relative to other traffic does not give you permission to use the lane.",difficult,42,"Chapter 7: Parking, Stopping, or Standing"
4,"Parking, Stopping, or Standing","A 'No stopping' sign indicates that, unless instructed by a police officer, you may stop only:","a: To unload packages briefly, b: To avoid interfering with other traffic, c: To drop off passengers",b,"A 'No stopping' sign means you may not stop your vehicle at the curb or on the roadway for any reason except when required by traffic conditions, traffic signals, or a police officer. You may not stop to load or unload passengers or goods.",,42,"Chapter 7: Parking, Stopping, or Standing"
4,"Parking, Stopping, or Standing",Where may you not park?,"a: On a hill.,b: In a parking lot.,c: On a crosswalk or bike lane.",c,Parking on a crosswalk or in a marked bike lane is illegal because it blocks pedestrians and cyclists and forces them into traffic. Parking on a hill or in a parking lot is allowed as long as you follow posted signs and use proper parking techniques.,,42,"Chapter 7: Parking, Stopping, or Standing"
4,"Parking, Stopping, or Standing",Drivers may not park within ____ of a fire hydrant.,"a: 40 feet, b: 25 feet, c: 15 feet",c,"You must not park within 15 feet of a fire hydrant so firefighters can quickly connect hoses and access water in an emergency. Even if the hydrant is on private property or appears unused, keep at least 15 feet of space clear.",difficult,42,"Chapter 7: Parking, Stopping, or Standing"
4,"Parking, Stopping, or Standing",You may park or stop on a freeway shoulder:,"a: With emergency flashers on, b: Only in emergencies, c: To check a map",b,"Stopping or parking on a freeway shoulder is generally illegal except for true emergencies, such as a breakdown or medical issue. If you must stop, pull completely off the roadway and use hazard lights so other drivers can see you.",,42,"Chapter 7: Parking, Stopping, or Standing"
4,"Parking, Stopping, or Standing","When parallel parking, how close should you park to the curb?","a: Within 10 inches.,b: Within 12 inches.,c: Within 18 inches.",b,"In most U.S. states, you must parallel park with your right-side wheels within about 12 inches (one foot) of the curb. Parking too far from the curb can obstruct traffic and increase the risk of your vehicle being sideswiped. Always check your state handbook, but 12 inches is the standard test-rule distance.",,42,"Chapter 7: Parking, Stopping, or Standing"
4,"Parking, Stopping, or Standing",A 'No standing' sign at a specific location indicates:,"a: No stopping allowed at any time, b: Parking is permitted if the driver stays in the vehicle, c: Brief stops are allowed to pick up or drop off passengers",c,"A 'No standing' sign means you may stop only briefly to pick up or drop off passengers, but you may not wait there, load or unload cargo, or park the vehicle. If you need to remain stopped longer than the time needed for passengers to get in or out, you must find a legal parking area.",,42,"Chapter 7: Parking, Stopping, or Standing"
4,"Parking, Stopping, or Standing",Where may you deposit litter while on the roadway?,"a: In designated litter barrels.,b: In the median.,c: In ditches.",a,"Litter must only be placed in proper trash containers such as designated litter barrels at rest areas or other marked locations. Throwing trash into the median, ditches, or anywhere else along the roadway is illegal and dangerous because it can create hazards and harm the environment.",,42,"Chapter 7: Parking, Stopping, or Standing"
4,"Parking, Stopping, or Standing","When parking uphill next to a curb, what should you do?","a: Keep rear tires against the curb.,b: Keep front tires straight.,c: Turn steering wheel away from the curb.",c,"When parking uphill with a curb, turn the front wheels away from the curb and let the vehicle roll back slightly until the tire gently touches the curb. If the brakes fail, the curb will stop the vehicle from rolling into traffic.",,43,"Chapter 7: Parking, Stopping, or Standing"
4,"Parking, Stopping, or Standing",When parking uphill with a curb:,"a: Keep wheels straight and set the parking brake, b: Turn wheels away from the curb, c: Turn wheels toward the curb",b,"When parking uphill with a curb, turn your front wheels away from the curb and set the parking brake. If the brakes fail, the vehicle will roll back slightly and the front tire will rest against the curb, helping prevent it from rolling into traffic.",,43,"Chapter 7: Parking, Stopping, or Standing"
4,"Parking, Stopping, or Standing","When parking uphill with a curb, what should you do?","a: Keep front wheels straight and set the brake.,b: Turn front wheels away from the curb.,c: Turn front wheels toward the curb.",b,"When parking uphill with a curb, turn your front wheels away from the curb and let the vehicle roll back slightly until the tire gently touches the curb. This way, if your brakes fail, the curb will stop the car from rolling into traffic.",,43,"Chapter 7: Parking, Stopping, or Standing"
4,"Parking, Stopping, or Standing",You should not park within ____ of an intersection.,"a: 20 feet, b: 30 feet, c: 35 feet",a,"Many states prohibit parking within 20 feet of a crosswalk at an intersection to keep sight lines clear for drivers and pedestrians. However, specific distances can vary by state law, so always check your local driver handbook for the exact requirement where you are driving.",difficult,42,"Chapter 7: Parking, Stopping, or Standing"
5,Speed and Speed Limits,Drive below the posted speed limit when:,"a: Conditions are less than ideal, b: You see a police car, c: Entering a highway with other cars",a,"The posted speed limit applies only when conditions are ideal. In rain, fog, heavy traffic, or other poor conditions, you must slow down below the posted limit so you can stop safely and maintain control of your vehicle.",,46,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,You must not drive faster than:,"a: The maximum speed limit, b: A speed that’s reasonable and prudent, c: A speed safe for conditions, d: All of the above",d,"You must always obey the posted speed limit, but you also must slow down further whenever conditions like rain, fog, traffic, or road work make the posted limit unsafe. The correct speed is the lower of: the posted limit, a speed that is reasonable and prudent, and a speed that is safe for current conditions.",difficult,46,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,What should you do when driving in bad weather?,"a: Speed up to reach your destination faster., b: Reduce your following distance., c: Increase your following distance.",c,"In bad weather, roads can become slippery and it takes longer to stop. You should slow down and increase your following distance so you have more space and time to react if the vehicle ahead brakes or loses control. Reducing your following distance in bad weather is dangerous because it leaves you less room to stop safely.",,45,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,What’s the safest way to drive in traffic?,"a: Vary your speed to stay alert., b: Drive faster than traffic flow., c: Drive with the flow of traffic within the speed limit.",c,"The safest practice is to move with the flow of traffic while staying at or below the posted speed limit. Large speed differences between you and surrounding traffic increase the risk of crashes because other drivers may not anticipate your speed. Never exceed the speed limit, even if other traffic is going faster.",,46,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,What technique helps avoid crashes in icy or snowy conditions?,"a: Add weight for better traction.,b: Exit highways quickly.,c: Reduce speed and increase following distance.",c,"On icy or snowy roads, traction is greatly reduced, so you must drive more slowly and leave much more space between your vehicle and the one ahead. Reducing speed gives you more time to react, and increasing following distance allows for the much longer stopping distances needed on slick surfaces.",,46,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,"A “Reduced speed, 35 mph” sign means:","a: The 35 mph limit starts at the sign, b: The limit starts at the next speed sign, c: You have time to slow down later",a,"A “Reduced speed, 35 mph” sign means the new speed limit begins at the sign. You must be at or below 35 mph when you reach the sign, not some distance after it. Use the distance before the sign to slow down so you are already at the posted speed when you pass it.",difficult,46,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,When should you slow down when exiting a highway?,"a: On the main road before the exit lane.,b: At a toll booth.,c: After entering the exit lane.",c,"On freeways and highways, maintain the main road speed until you are in the exit (deceleration) lane. Once in the exit lane, then slow down to the posted ramp speed. Slowing on the main roadway can surprise drivers behind you and increase the risk of a rear-end collision.",,46,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,A driver traveling much slower than the speed limit:,"a: Is always a safe driver, b: Always has the right-of-way, c: Should allow following vehicles to pass",c,"Driving much slower than the normal flow of traffic can be dangerous because it causes other drivers to brake or change lanes suddenly. If you must drive well below the speed limit on a two-lane road, you should safely pull over or use turnouts where available to let faster vehicles pass.",,46,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,A speed limit represents:,"a: The maximum or minimum speed you may drive only when conditions are hazardous.,b: The legal maximum (and sometimes minimum) speed for that road under ideal conditions.,c: A suggested speed under ideal conditions.",b,"Posted speed limits are set as the legal maximum (and sometimes minimum) speed for a road under ideal conditions. Drivers must still slow down below that speed when conditions are hazardous, such as in bad weather, heavy traffic, or road work zones. They are not just suggestions; they are enforceable limits.",,46,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,Which statement about speed is true?,"a: Driving too slowly can be dangerous.,b: Speeding can be fatal.,c: Speeding is safe for skilled drivers.",a,"Both speeding and driving too slowly can be dangerous. Speeding greatly increases crash severity and stopping distance, but driving much slower than the flow of traffic can also cause sudden braking, tailgating, and risky passing. The statement that speeding is safe for skilled drivers is never true; no level of skill removes the increased risk from excessive speed.",,46,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,When is it illegal to drive below the speed limit?,"a: When it disrupts traffic flow.,b: In heavy traffic in construction zones.,c: Only in rural areas.",a,"Driving significantly below the posted or reasonable speed can be illegal when it unnecessarily interferes with the normal and reasonable movement of traffic. If you must drive slowly for safety (bad weather, mechanical problems, etc.), you should use the right lane when possible and allow faster traffic to pass.",,46,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,What should you do when it starts to sleet or snow while driving?,"a: Keep windshield and mirrors clear., b: Increase following distance., c: Approach vehicles cautiously., d: All of the above.",d,"When it starts to sleet or snow, you should do all three: keep your windshield and mirrors clear for good visibility, increase your following distance to allow more stopping room on slippery roads, and approach other vehicles cautiously to avoid sudden braking or steering that could cause a skid.",,45,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,What should you remember when driving on wet pavement?,"a: Pavement is slickest just after rain starts.,b: Wet roads can cause hydroplaning.,c: Allow extra space when stopping.,d: All of the above.",d,"On wet pavement, the road is often slickest just after the rain starts because oil and residue mix with water, and at higher speeds your tires can hydroplane and lose contact with the road. You should remember all of these hazards and leave extra space for stopping.",,46,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,Which statement is true about driving in changing weather?,"a: Sudden weather changes require driving adjustments.,b: Slow down in rain and fog.,c: Be aware of vehicles behind you.",a,"When weather changes suddenly—such as rain, fog, snow, or strong wind—you must adjust how you drive. This usually means reducing speed, increasing following distance, and being more alert to all surrounding traffic, not just vehicles behind you.",,46,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,What should you do when driving on slippery roads?,"a: Use alternate routes.,b: Drive as on dry roads.,c: Increase your following distance.",c,"On slippery roads, your tires have less grip, so it takes longer to stop. Increasing your following distance gives you more time and space to brake gently and avoid skidding if the vehicle ahead slows or stops suddenly.",,45,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,What’s the minimum following distance when driving over 30 mph?,"a: One second.,b: Two seconds.,c: Three seconds.",c,"Use the three‑second rule as a minimum following distance in good conditions. Pick a fixed object ahead; when the vehicle in front passes it, you should be able to count at least three seconds before you reach the same point. Increase this distance in bad weather, at higher speeds, or when visibility is poor.",,45,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,"As you approach an intersection and the light turns from green to yellow, you should:","a: Accelerate to beat the red light, b: Brake sharply to stop, c: Slow down and prepare to stop unless already in the intersection",c,"A steady yellow light warns that the signal is about to turn red. You should slow down and prepare to stop before the intersection. If you are already in the intersection or too close to stop safely when the light turns yellow, continue through with caution instead of braking hard.",,46,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,A fully loaded tractor-trailer traveling at 55 mph may need up to ____ to stop completely.,"a: 50 feet, b: 125 feet, c: 400 feet",c,Large trucks need much more distance to stop than passenger cars because of their weight and momentum. A fully loaded tractor‑trailer traveling at about 55 mph can need roughly 400 feet or more to come to a complete stop under good conditions.,,45,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,"What does a “Reduced speed, 35 mph” sign mean?","a: The 35 mph limit starts at the sign.,b: The limit starts at the next sign.,c: You have time to slow down later.",a,A sign that says “Reduced speed 35 mph” with the 35 inside a speed‑limit style sign means the new 35 mph limit begins at that sign. You are expected to have slowed to that speed by the time you reach the sign and then continue at or below that limit beyond it.,,46,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,"To reduce the risk of hydroplaning, you should:","a: Avoid speeding on wet roads, b: Use properly inflated tires, c: Replace worn tires, d: All of the above",d,"Hydroplaning happens when your tires ride on top of water and lose contact with the road. You reduce this risk by slowing down on wet roads, keeping your tires properly inflated, and replacing tires that have worn or shallow tread so they can channel water away effectively.",,45,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,What speed must you not exceed?,"a: The maximum speed limit., b: A speed faster than is reasonable and prudent for conditions., c: A speed that is safe for conditions., d: Both a and b.",d,"You must never drive faster than the posted maximum speed limit, and you must also slow down further whenever conditions (traffic, weather, visibility, road surface) require it. The law prohibits exceeding the maximum limit and also prohibits any speed that is not reasonable and prudent for conditions.",difficult,46,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,What’s the first response to reduced visibility?,"a: Turn on headlights., b: Reduce speed., c: Turn on wipers.",a,"When visibility is reduced, you should immediately turn on your headlights so you can see and be seen by others. After your lights are on, you should also adjust your speed to match the conditions, but making your vehicle visible is the first priority.",,46,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,Fines for traffic violations in construction and maintenance zones are:,"a: Reduced, b: Doubled, c: Eliminated",b,"In many states, fines for moving violations in construction or maintenance zones are doubled when workers and warning signs are present. Higher fines encourage drivers to slow down and pay extra attention to protect road workers.",,46,Chapter 8: Speed and Speed Limits
5,Speed and Speed Limits,What should you do when it starts to rain while driving?,"a: Drive faster than traffic.,b: Drive at the maximum speed limit.,c: Slow down.",c,"When it starts to rain, the road becomes especially slippery as water mixes with oil and dirt. You should slow down, increase following distance, and turn on your headlights so you can see and be seen. If visibility becomes too poor or conditions feel unsafe, pull over to a safe area and wait for conditions to improve.",,45,Chapter 8: Speed and Speed Limits
6,Some Special Driving,To safely drive through a curve:,"a: Slow down entering, speed up exiting, b: Maintain constant speed, c: Speed up entering, slow down exiting",a,"Before entering a curve, reduce your speed so you can stay in your lane and react to hazards. Once you are safely through the sharpest part of the curve and your vehicle is stable, you can gradually accelerate as you exit. Entering too fast makes it easier to lose control or drift out of your lane.",,51,Chapter 9: Some Special Driving Situations
6,Some Special Driving,"At a railroad crossing with no signals or gates, when in a line of traffic:","a: You have priority and don’t need to check for trains, b: You may pass slower vehicles, c: Ensure space to cross fully",c,"At railroad crossings without signals or gates, you must never enter the tracks unless there is enough room on the far side to clear the tracks completely. This prevents you from being trapped on the tracks if traffic stops.",difficult,53,Chapter 9: Some Special Driving Situations
6,Some Special Driving,Which is not a factor in a vehicle’s stopping distance?,"a: Steering ability.,b: Braking distance.,c: Reaction distance.",a,"Total stopping distance is the distance your vehicle travels from the moment you see a hazard until you come to a complete stop. It includes perception distance, reaction distance, and braking distance. Steering ability does not change how far it takes you to stop in a straight line.",,50,Chapter 9: Some Special Driving Situations
6,Some Special Driving,How should you handle turns on slick roads?,"a: Take turns slower than usual., b: Change lanes quickly., c: Accelerate rapidly.",a,"On slick or slippery roads, reduce your speed before entering a turn and take the turn more slowly than usual. Sudden steering, quick lane changes, or rapid acceleration can cause your tires to lose traction and the vehicle to skid.",,49,Chapter 9: Some Special Driving Situations
6,Some Special Driving,'Highway hypnosis' results from which driving condition?,"a: Staring at the road for extended periods, b: Taking frequent breaks, c: Excessive sleep before a trip",a,"Highway hypnosis is a trance-like state that can occur on long, monotonous drives when a driver stares straight ahead for too long without actively scanning. The driver may continue to steer and respond but with reduced awareness and slower reactions, increasing crash risk. Taking breaks and being well-rested help prevent it.",,48,Chapter 9: Some Special Driving Situations
6,Some Special Driving,What increases your vehicle’s stopping distance?,"a: Wet or icy roads.,b: Paved highways.,c: Driving at night.",a,"Wet or icy roads reduce tire traction, so it takes more distance to slow or stop your vehicle. On slippery surfaces you must drive more slowly and leave extra following distance so you can stop safely.",,51,Chapter 9: Some Special Driving Situations
6,Some Special Driving,Driving while distracted by any activity:,"a: Is never hazardous, b: Slows reaction to hazards, c: Causes faster driving",b,"Any distraction, such as using a phone, eating, or adjusting controls, takes attention away from driving and slows your reaction time. When your reactions are delayed, you are less able to respond quickly to sudden hazards, which greatly increases your risk of a crash.",,54,Chapter 9: Some Special Driving Situations
6,Some Special Driving,What’s true about driving on a wet roadway?,"a: Tires are less effective at higher speeds.,b: Good tires negate water’s effects.,c: Deep water is less dangerous.",a,"On wet roads, the faster you drive, the harder it is for your tires to squeeze water out of the way and grip the pavement. At higher speeds your tires can ride up on the water (hydroplaning), greatly reducing steering and braking control.",,49,Chapter 9: Some Special Driving Situations
6,Some Special Driving,What should you be prepared for in a construction zone?,"a: To stop., b: To change lanes., c: For unexpected worker or equipment movement.",c,"Construction zones often have workers and equipment close to moving traffic. You must be prepared for sudden stops, lane shifts, and unexpected movements, and you should slow down and follow all signs and flaggers’ directions.",,53,Chapter 9: Some Special Driving Situations
6,Some Special Driving,A good defensive driver:,"a: Always drives slowly, b: Anticipates other drivers’ actions, c: Maintains a constant speed",b,"A defensive driver constantly scans the road, anticipates what other drivers, pedestrians, and cyclists might do next, and is ready to react early. This is more important than simply driving slowly or keeping the same speed, because conditions and traffic are always changing.",,52,Chapter 9: Some Special Driving Situations
6,Some Special Driving,What should you do if your vehicle’s right wheels leave the pavement?,"a: Stop abruptly.,b: Gradually slow, keep steering straight or parallel to the road, and ease back onto the pavement when safe.,c: Accelerate and steer back quickly.",b,"If your right wheels drop off the pavement, stay calm and avoid jerking the wheel back onto the road. Gradually slow down, keep steering straight or parallel to the roadway, and move fully onto the shoulder if needed. When your speed is under control and the lane is clear, gently steer back onto the pavement to avoid skidding or losing control.",,49,Chapter 9: Some Special Driving Situations
6,Some Special Driving,"If you notice a vehicle defect affecting safety, you should:","a: Correct it as soon as possible, b: Fix it when affordable, c: Drive slower",a,"Any defect that affects the safe operation of your vehicle—such as brakes, tires, lights, or steering—must be corrected as soon as possible. Driving with known safety defects increases your risk of a crash and may be illegal.",,49,Chapter 9: Some Special Driving Situations
6,Some Special Driving,"If the driver ahead is driving with one hand and talking to a passenger, you should:","a: Give them extra space, b: Recognize their inattention reduces safety, c: Avoid mimicking their behavior, d: All of the above",d,"Inattentive or distracted drivers are more likely to make sudden or unsafe moves. When you see a driver using one hand and focusing on a conversation, you should give them extra space, understand that their reduced attention increases risk, and avoid copying their behavior so you can stay fully focused on the road.",,54,Chapter 9: Some Special Driving Situations
6,Some Special Driving,Distracted driving is:,"a: Very rare, b: Extremely dangerous behavior, c: Not a concern",b,"Distracted driving is extremely dangerous because it takes your attention away from the road. Looking at a phone, adjusting controls, eating, or any activity that diverts your focus can greatly increase the risk of a crash.",,54,Chapter 9: Some Special Driving Situations
6,Some Special Driving,What should you do when other drivers are acting aggressively?,"a: Avoid eye contact., b: Avoid provocative gestures., c: Distance yourself from them., d: All of the above",d,"When another driver is aggressive, your goal is to avoid escalating the situation and create space. Do not make eye contact or respond with gestures, and safely slow down, change lanes, or turn off to increase your distance. Using all of these strategies together is the safest response to aggressive driving.",,51,Chapter 9: Some Special Driving Situations
6,Some Special Driving,When should you drive in a reversible lane with a red X signal?,"a: If no oncoming traffic is visible.,b: When passing a vehicle.,c: Never.",c,"A red X over a lane means that lane is closed to traffic in your direction. You must never drive in a lane showing a red X, even if it appears clear, because traffic may be coming from the opposite direction or the lane may be blocked ahead.",,51,Chapter 9: Some Special Driving Situations
6,Some Special Driving,Stopping distance increases when stopping:,"a: On wet or icy roads, b: On paved highways, c: At night",a,"On wet or icy roads your tires have less traction, so it takes much longer to stop. You should slow down and increase your following distance whenever the road surface is slippery.",,49,Chapter 9: Some Special Driving Situations
6,Some Special Driving,To ensure safety when backing your vehicle:,"a: Honk before shifting to reverse, b: Check behind the vehicle before entering, c: Rely on rearview mirrors",b,"Before backing, walk around and check behind your vehicle to be sure there are no children, pedestrians, or obstacles. Then back up slowly while looking over your shoulder and using your mirrors as a supplement, not as your only way of seeing.",,51,Chapter 9: Some Special Driving Situations
6,Some Special Driving,"If an aggressive driver is tailgating you, you should:","a: Move out of their way, b: Stare at them while they pass, c: Speed up as they pass",a,"If an aggressive driver is tailgating you, the safest response is to move out of their way when it is safe to do so. Change lanes or gradually slow so they can pass. Do not stare at them, gesture, or speed up, as that can escalate the situation and increase crash risk.",,51,Chapter 9: Some Special Driving Situations
6,Some Special Driving,What should you do on major highways?,"a: Stay alert., b: Keep your eyes moving., c: Be ready to react to hazards., d: All of the above.",d,"On major highways you must do all three: stay alert, keep your eyes moving, and be ready to react to hazards. Good highway driving means constantly scanning ahead, to the sides, and behind you, rather than staring at one spot. This helps you spot problems early and gives you more time and space to react safely.",,51,Chapter 9: Some Special Driving Situations
6,Some Special Driving,What should you do when meeting a car with blinding headlights?,"a: Use your high beams until they dim theirs.,b: Briefly flash your headlights and look toward the right edge of your lane.,c: Dim your lights and speed up to pass.",b,"When an oncoming driver’s high beams are blinding you, you should dim your own lights and avoid looking directly at the glare by glancing toward the right edge of your lane. You may briefly flash your headlights once to remind the other driver to dim theirs, but never use your high beams continuously or speed up.",,51,Chapter 9: Some Special Driving Situations
6,Some Special Driving,What should you do when encountering a warning sign?,"a: Stay aware of surroundings and adjust driving as needed.,b: Ignore the sign if traffic is light.,c: Always reduce speed to 10 mph below the limit.",a,"Warning signs alert you to conditions ahead such as curves, intersections, or changes in road surface. When you see a warning sign, you should increase your awareness, scan for hazards, and adjust your driving—often including slowing down—based on what the sign is warning about and the actual conditions.",,48,Chapter 9: Some Special Driving Situations
6,Some Special Driving,What should you use when driving in fog?,"a: Parking lights.,b: Low beam headlights.,c: High beam headlights.",b,"In fog, always use low beam headlights. High beams reflect off the fog and create glare, making it harder to see. Low beams, and if equipped, fog lights, help you see the road and help others see you without blinding them.",,47,Chapter 9: Some Special Driving Situations
6,Some Special Driving,What should you do if your wheels slip off the road’s edge?,"a: Jerk the wheel back onto the pavement.,b: Speed up and steer back gradually.,c: Slow down and ease back onto the pavement.",c,"If your wheels drop off the pavement, stay calm, ease off the gas, and slow down gradually. Keep steering straight, then when your speed is under control and the way is clear, gently steer back onto the pavement. Jerking the wheel or speeding up can cause you to lose control or skid into other lanes.",,49,Chapter 9: Some Special Driving Situations
6,Some Special Driving,What should you do if you notice a vehicle defect affecting safety?,"a: Correct it as soon as possible.,b: Correct it when affordable.,c: Drive slower.",a,"Any defect that affects the safe operation of your vehicle—such as problems with brakes, tires, lights, or steering—should be fixed before driving. Driving with known safety defects increases the risk of a crash and can make you legally responsible if a collision occurs.",,49,Chapter 9: Some Special Driving Situations
6,Some Special Driving,"When driving at night with an oncoming vehicle approaching, your headlights should be:","a: On high beam, b: On low beam, c: Off, using parking lights",b,Use low-beam headlights when an oncoming vehicle is within about 500 feet so you do not blind the other driver. High beams can cause glare and make it harder for both of you to see the road safely.,,47,Chapter 9: Some Special Driving Situations
6,Some Special Driving,"If another driver cuts you off in traffic, you should:","a: Pull beside them and yell, b: Let it go, c: Flash your high beams",b,"Ignoring a driver who cuts you off avoids road rage and maintains safety, preventing dangerous escalations.",,51,Chapter 9: Some Special Driving Situations
6,Some Special Driving,What is a blind spot in driving?,"a: An area you can’t see without moving your head.,b: Directly behind your vehicle.,c: Visible in your rearview mirror.",a,"A blind spot is any area around your vehicle that you cannot see using your mirrors alone. To check blind spots, you must briefly turn your head and look over your shoulder, especially to the sides and slightly to the rear, before changing lanes or merging.",,51,Chapter 9: Some Special Driving Situations
6,Some Special Driving,What should you do if your accelerator sticks open while driving?,"a: Shift to neutral and brake steadily.,b: Slam on your brakes.,c: Turn on your four-way flashers.",a,"If the accelerator sticks, keep your eyes on the road, shift to neutral, and apply steady, firm braking while steering to a safe place off the roadway. Once you are safely off the road and stopped, then turn off the ignition. Do not turn the key to the lock position while moving, because you could lose power steering and power brakes.",,49,Chapter 9: Some Special Driving Situations
6,Some Special Driving,Drowsy drivers:,"a: Should drink coffee to stay awake, b: May drive as poorly as drunk drivers, c: Can stay alert with open windows and loud radio",b,"Drowsy driving slows your reaction time, reduces your awareness, and affects your judgment in ways similar to alcohol. Coffee, loud music, or opening windows may briefly make you feel more awake, but they do not restore full alertness. The only safe solution for serious drowsiness is to rest or change drivers.",,54,Chapter 9: Some Special Driving Situations
6,Some Special Driving,What should you do when borrowing an unfamiliar vehicle?,"a: Assume all vehicles are similar., b: Hide your unfamiliarity., c: Check the vehicle and familiarize yourself with its controls before driving.",c,"When you drive a vehicle that is new to you, you should first locate and understand the controls such as lights, wipers, turn signals, gear selector, and emergency brake. You should also check for obvious defects like bad tires, nonworking lights, or dirty windows. Knowing how everything works and ensuring the vehicle is in safe condition helps you respond quickly and avoid crashes.",,51,Chapter 9: Some Special Driving Situations
6,Some Special Driving,Regarding seat belts and child restraints:,"a: Never place infants in front with airbags, b: Airbags can harm infants in low-speed crashes, c: All passengers must use seat belts or restraints, d: All of the above",d,"Infants must never be placed in the front seat with an active airbag because the force of an airbag can seriously injure or kill a child, even in a low-speed crash. All occupants, including children and adults, must use proper seat belts or child safety restraints as required by law to reduce the risk of injury.",,53,Chapter 9: Some Special Driving Situations
6,Some Special Driving,"If an officer is directing traffic at a functioning traffic light, drivers should:","a: Follow the traffic light, b: Follow the officer’s directions, c: Honk at the officer",b,"When a police officer or other authorized person is directing traffic, their hand signals and directions override traffic lights and signs. You must follow the officer’s instructions, even if they conflict with the signal, to keep traffic moving safely.",,53,Chapter 9: Some Special Driving Situations
6,Some Special Driving,"If an aggressive driver cuts you off, you should:","a: Call the police immediately, b: Stay calm and move out of their way, c: Flash your lights to signal their error",b,"When another driver is aggressive or cuts you off, focus on safety, not retaliation. Stay calm, give them space, and move out of their way when you can. Avoid eye contact, gestures, or actions that could escalate the situation.",,51,Chapter 9: Some Special Driving Situations
