section-num,section-name,question,options,correct-answer,note
2,Safe Driving Tips,What should you do when changing lanes on a highway?,"a: Signal a lane change.,b: Check rearview and outside mirrors.,c: Check your blind spot.",a,"Signal well in advance, check mirrors, and glance over your shoulder to check blind spots before changing lanes."
2,Safe Driving Tips,What should you avoid when changing lanes?,"a: Checking side and rearview mirrors.,b: Signaling your intentions.,c: Checking for other drivers in the same lane.",c,"Before changing lanes, check mirrors, signal, and ensure no other drivers are moving into the same lane to avoid collisions."
2,Safe Driving Tips,How do you check blind spots when changing lanes?,"a: Use the inside rearview mirror.,b: Use the outside rearview mirror.,c: Glance over your shoulder.",c,Turn your head to glance over your shoulder in the direction of the lane change to check blind spots.
2,Safe Driving Tips,What should you do before changing lanes?,"a: Rely on mirrors.,b: Signal as you move.,c: Signal at least 100 feet in advance.",c,"Signal at least 100 feet before changing lanes in residential areas or five seconds on freeways, and check mirrors and blind spots."
1,Rules of the Road,What must a driver do when dealing with pedestrians?,"a: Ensure pedestrians see the vehicle.,b: Always yield, even if pedestrians are wrong.,c: Yield when pedestrians have the right-of-way.",c,"Yield to pedestrians when they have the right-of-way, but always take action to avoid striking them, regardless of circumstances."
2,Safe Driving Tips,How much following distance should you maintain at high speeds?,"a: One second.,b: Four seconds.,c: Two seconds.",b,"At high speeds, maintain at least a four-second following distance to allow safe stopping in emergencies."
2,Safe Driving Tips,How should you drive at night?,"a: Use high beams when no oncoming vehicles.,b: Wear sunglasses to reduce glare.,c: Use high beams in rain.",a,"Use high beams at night when no oncoming vehicles are present, and ensure headlights are on from 30 minutes after sunset to 30 minutes before sunrise."
2,Safe Driving Tips,What should you do when driving in bad weather?,"a: Increase speed to reach your destination.,b: Decrease following distance.,c: Increase following distance.",c,Increase your following distance in bad weather to allow more time to stop safely on wet or slippery roads.
2,Safe Driving Tips,What lights should you use when driving in fog?,"a: Low beam headlights.,b: High beam headlights.,c: Parking lights.",a,Use low beam headlights and fog lights (if equipped) in fog to improve visibility without reflecting light back into your eyes.
2,Safe Driving Tips,What lights should you use when driving in rain?,"a: Low beam headlights.,b: High beam headlights.,c: Parking lights.",a,Use low beam headlights in rain to enhance visibility and ensure safety.
2,Safe Driving Tips,What is the safest way to drive in traffic?,"a: Fluctuate speed to stay alert.,b: Drive faster than traffic flow.,c: Drive with the flow of traffic.",c,"Drive with the flow of traffic, within the speed limit, to minimize crash risk, as varying speeds can cause collisions."
2,Safe Driving Tips,What should you do when driving near a blind pedestrian with a white cane or guide dog?,"a: Slow down and be prepared to stop.,b: Take the right-of-way.,c: Proceed normally.",a,"Slow down, yield, and be prepared to stop for a blind pedestrian with a white cane or guide dog to ensure their safety."
1,Rules of the Road,"On a two-lane road with opposite traffic, where should you drive?","a: In either lane.,b: In the lane with less traffic.,c: In the right lane unless passing.",c,"Drive in the right lane on a two-lane road with opposite traffic, except when legally passing another vehicle."
2,Safe Driving Tips,How should you take turns on slick roads?,"a: Take turns more slowly.,b: Change lanes quickly.,c: Accelerate quickly.",a,Take turns more slowly on slick roads to maintain control and avoid skidding.
2,Safe Driving Tips,What should you do on slippery roads?,"a: Use alternate routes.,b: Drive as on dry roads.,c: Increase following distance.",c,Increase your following distance on slippery roads to allow more stopping time.
2,Safe Driving Tips,What should you assume when passing a recently parked vehicle?,"a: The driver will open the door.,b: Speed up.,c: Slam on brakes.",a,"Assume the driver of a recently parked vehicle may open their door, and pass with caution to avoid a collision."
2,Safe Driving Tips,What should you do when driving to an unfamiliar area?,"a: Rely on road signs.,b: Plan your trip in advance.,c: Have a general idea of your destination.",b,Plan your trip in advance when driving to an unfamiliar area to avoid confusion and ensure you know your route.
2,Safe Driving Tips,What technique helps avoid crashes in icy or snowy conditions?,"a: Add extra vehicle weight.,b: Exit highways quickly.,c: Reduce speed.",c,"Reduce speed and increase following distance in icy or snowy conditions to avoid crashes, as these are the most effective techniques."
2,Safe Driving Tips,How should you handle an aggressive driver?,"a: Avoid eye contact and let them pass.,b: Cut them off to slow them down.,c: Tailgate them.",a,"Stay calm, avoid eye contact, slow down, and let an aggressive driver pass to prevent escalation and ensure safety."
1,Rules of the Road,What should you do when entering a street from a driveway?,"a: Drive slowly to let others move.,b: Honk to warn others.,c: Stop and yield to vehicles and pedestrians.",c,"Stop before entering a street from a driveway, yielding to approaching vehicles and pedestrians, as required by law."
1,Rules of the Road,"When entering traffic from a private driveway, what should you do?","a: Yield to vehicles on the main road.,b: Take the right-of-way.,c: Enter only with a traffic light.",a,"Yield to vehicles already on the main road when entering from a driveway, alley, or parking lot."
2,Safe Driving Tips,"When exiting a highway, when should you slow down?","a: On the main road before the exit lane.,b: At a toll booth.,c: In the exit lane.",c,Slow down only after moving into the exit lane when exiting a highway to maintain traffic flow.
2,Safe Driving Tips,"When faced with an oncoming car and a bicyclist, what should you do?","a: Pull onto the shoulder.,b: Split the difference.,c: Let the car pass, then pass the bike.",c,"Let the oncoming car pass first, then pass the bicyclist to avoid dealing with both hazards simultaneously."
3,In Shape to Drive,Is it legal to drink alcohol or possess open alcohol containers in a vehicle on a highway?,"a: Illegal to drink or possess open containers.,b: Legal if not driving.,c: Legal if not drunk.",a,It’s illegal to drink alcohol or possess open or unsealed alcohol containers in a vehicle’s passenger compartment on a highway.
1,Rules of the Road,"When in a travel lane on the roadway, can you stop?","a: To drop off passengers.,b: To look up an address.,c: Not for any reason.",c,"Do not stop in a travel lane; keep moving until you can safely pull off the road, even if you miss a turn or exit."
1,Rules of the Road,What must you do when making a right turn on a green light?,"a: Maintain normal speed.,b: Stop and check for police.,c: Yield to pedestrians.",c,"Yield to pedestrians and other vehicles in the intersection when making a right turn on a green light, unless prohibited."
1,Rules of the Road,When can you proceed through an intersection with a stop sign but no stop line or crosswalk?,"a: After slowing to check traffic.,b: After stopping and verifying it’s safe.,c: After stopping 20 feet prior.",b,"Stop before the intersection where you can see approaching traffic, and proceed only when safe."
2,Safe Driving Tips,What should you do when meeting a car with blinding headlights?,"a: Use your bright lights until they dim theirs.,b: Flash your lights to warn them.,c: Dim your lights and speed up to pass.",c,"To avoid being blinded by high beams, dim your lights and look toward the right side of the road until the vehicle passes."
5,Vehicle Licensing,"When parallel parking between two cars, what should you do first?","a: Turn wheels to the left.,b: Turn wheels to the right.,c: Pull up even with the car in front.",c,"Stop parallel to the vehicle ahead of the parking space before turning the wheel to park, after checking traffic and signaling."
5,Vehicle Licensing,"When parking uphill next to a curb, what should you do?","a: Keep rear tires against the curb.,b: Keep front tires straight.,c: Turn steering wheel away from the curb.",c,Set the parking brake and turn the steering wheel away from the curb so the vehicle rolls into the curb if it moves.
5,Vehicle Licensing,"When parking downhill on a two-way street, how should you position your wheels?","a: Turn wheels to the right.,b: Turn wheels to the left.,c: Keep wheels straight.",a,Turn wheels sharply to the right so the vehicle rolls away from traffic into the curb or roadside if it moves downhill.
2,Safe Driving Tips,What should a small vehicle driver be prepared for when passing a large vehicle?,"a: Loud noises.,b: Excess air pollution.,c: Wind gusts from the large vehicle.",c,"Large vehicles create wind gusts that can affect smaller vehicles, requiring corrective steering when passing or approaching."
2,Safe Driving Tips,How should you pass another vehicle on a two-lane road with opposite traffic?,"a: Return to your lane when clear of the passed vehicle.,b: Stay in the left lane if turning left.,c: Return to the right side immediately.",a,Return to the right side when there’s enough space between you and the passed vehicle on a two-lane road.
2,Safe Driving Tips,What should you ensure when passing on a multilane highway?,"a: The passing lane is clear.,b: Pass only on the right.,c: Watch for oncoming traffic.",a,Ensure the passing lane is clear and signal before passing on a multilane highway.
2,Safe Driving Tips,What should you do before passing other vehicles?,"a: Check mirrors and blind spots.,b: Honk three times.,c: Re-enter lane within 10 feet.",a,"Check mirrors and blind spots, signal, and re-enter the lane when the front of the passed vehicle is visible in your rearview mirror."
1,Rules of the Road,What lighting is required for a bicycle at night?,"a: White headlight visible for 300 feet.,b: White headlight visible for 400 feet.,c: White headlight visible for 500 feet.",c,A bicycle at night must have a white headlight visible for 500 feet and a red reflector visible for 600 feet.
1,Rules of the Road,How should small children be secured in a vehicle?,"a: Held by a strong adult.,b: Standing on the floor in the back.,c: In special child seats.",c,"Small children must be secured in appropriate child seats, as adults cannot safely hold them during a crash or sudden stop."
2,Safe Driving Tips,How do trucks compare to smaller vehicles in stopping distance?,"a: Trucks need longer distances to stop.,b: Trucks need less time to pass on downgrades.,c: Trucks have a smaller turning radius.",a,Trucks require longer stopping distances due to their size compared to smaller vehicles.
2,Safe Driving Tips,What should you do when the driver behind you wants to pass?,"a: Speed up.,b: Maintain your speed.,c: Slow down to allow room for the pass.",c,"Slow down to create space in front of your vehicle, making it easier and safer for the driver to pass."
1,Rules of the Road,When can you pass if the road has a solid yellow line and a broken yellow line with the broken line next to your lane?,"a: Only in an emergency.,b: If on an expressway.,c: If traffic is clear.",c,You may pass when the broken line is next to your lane and there’s no oncoming traffic.
1,Rules of the Road,"When there are no signs or lane markings to control turning, how should you turn?","a: Stop before turning.,b: Turn from the lane closest to your direction.,c: Turn from the center lane.",b,Turn from the lane closest to your desired direction and into the nearest lane to your original lane.
1,Rules of the Road,What must you do when turning or changing lanes?,"a: Always signal, even with no traffic.,b: Signal only if traffic is visible.,c: Signal only at night.",a,"Always signal your intentions when turning, changing lanes, or pulling away from a curb, regardless of traffic."
1,Rules of the Road,Which vehicle must yield when two vehicles enter an intersection simultaneously from different highways?,"a: Either one.,b: The vehicle on the left.,c: The vehicle on the right.",b,The vehicle on the left must yield to the vehicle on the right at uncontrolled or sign-controlled intersections.
2,Safe Driving Tips,What should you do at a railroad crossing without flashing signals or gates?,"a: Cross quickly.,b: Always stop.,c: Prepare to yield to any train.",c,"Be prepared to yield to trains, ensuring your vehicle can clear the tracks without stopping, and avoid shifting gears."
2,Safe Driving Tips,What should you do if you are being tailgated?,"a: Move to the right if possible.,b: Slow down gradually if no right lane.,c: Never slow down abruptly.",a,"Move to the right if there’s an open lane, or slow down gradually when clear to encourage the tailgater to pass safely."
2,Safe Driving Tips,"When crossing a railroad track with no signals or gates in a line of traffic, what should you do?","a: You have the right-of-way.,b: Pass slower drivers.,c: Ensure space to cross fully.",c,"Ensure there’s enough room to cross the tracks completely without stopping, and never pass at a crossing."
2,Safe Driving Tips,What should you expect when driving through an area where children are playing?,"a: Children know when to cross.,b: Children stop at the curb.,c: Children may run out without looking.",c,"Expect children to run into the street without looking, so reduce speed and use extra caution."
4,Emergencies,What should you do when you hear a fire engine siren behind you?,"a: Slow down until it passes.,b: Drive with flashers on.,c: Pull over and stop.",c,Pull over to the side of the road and stop when you hear a fire engine siren to allow it to pass safely.
4,Emergencies,What should you do when you hear or see an approaching emergency vehicle?,"a: Slow down until it passes.,b: Drive to the right and stop.,c: Motion for it to pass.",b,"Drive to the right side of the road and stop, passing through an intersection first if necessary, until the emergency vehicle passes."
5,Vehicle Licensing,How should you park uphill on a street with a curb?,"a: Keep front wheel straight.,b: Turn front wheels away from curb.,c: Turn front wheels toward curb.",b,Turn front wheels away from the curb to prevent the vehicle from rolling into traffic if brakes fail.
1,Rules of the Road,"When must you stop for a school bus on a two-lane, two-way roadway?","a: If red warning lights are flashing.,b: If yellow lights are flashing off-road.,c: Only if children are crossing.",a,"Stop for a school bus with flashing red lights on a two-lane road, regardless of direction, unless there’s a median or three+ lanes."
4,Emergencies,What should you do when you see an emergency vehicle with flashing lights?,"a: Slow down and keep moving.,b: Keep driving in your lane.,c: Pull to the right and stop.",c,Pull over to the right curb or side of the road and stop for an emergency vehicle with flashing lights.
4,Emergencies,What should you do when you hear or see an emergency vehicle approaching?,"a: Stop immediately.,b: Drive to the right and stop.,c: Proceed slowly.",b,"Drive to the right side of the road and stop safely, avoiding intersections, for an emergency vehicle with lights or siren."
2,Safe Driving Tips,How should you respond to angry drivers around you?,"a: Avoid eye contact.,b: Avoid reactive gestures.,c: Distance yourself.",a,"Don’t make eye contact, avoid gestures, and physically distance yourself by slowing down or moving over to stay safe."
1,Rules of the Road,Where should your car be positioned to make a right turn?,"a: Near the center of the street.,b: Close to the left side.,c: Close to the right side.",c,Position your car close to the right side of the road to make a right turn safely without cutting across lanes.
2,Safe Driving Tips,Which is not a factor in determining vehicle stopping distance?,"a: Steering ability.,b: Braking distance.,c: Reaction distance.",a,"Stopping distance depends on perception time, reaction distance, and braking distance, not steering ability."
2,Safe Driving Tips,What is the most common cause of traffic crashes?,"a: New drivers.,b: Human error.,c: Bad weather.",b,"Human error, such as not seeing another vehicle or making unexpected moves, is the most common cause of crashes."
2,Safe Driving Tips,Which statement about winter driving is not true?,"a: Winter is the most difficult season.,b: Check antifreeze and washer fluid.,c: Using cruise control is safe.",c,"Using cruise control in winter weather like snow or ice is unsafe, as it can reduce control on slippery roads."
1,Rules of the Road,What is used on highways to direct drivers into proper lanes for turning?,"a: Flashing red lights.,b: Flashing yellow lights.,c: White lines on the side.",c,Arrows and white lane markings guide drivers into the correct lanes for turning or going straight.
2,Safe Driving Tips,What ensures safety when backing your vehicle?,"a: Honk before shifting to reverse.,b: Check behind before entering the vehicle.,c: Check rearview mirrors.",b,"Walk to the back of the vehicle before entering to check for children or objects, as mirrors alone are insufficient."
2,Safe Driving Tips,Which commonly causes traffic accidents?,"a: Inattentive driving.,b: Excessive speed for conditions.,c: Following too closely.",a,"Inattentive driving, excessive speed, and following too closely are major causes of crashes, including rear-end collisions."
3,In Shape to Drive,Which factors influence the effects of alcohol?,"a: Food in the stomach.,b: Body weight.,c: Time between drinks.",a,"Alcohol effects depend on amount consumed, time between drinks, body weight, and food intake, which slows absorption."
2,Safe Driving Tips,What is a safe way to drive through a curve?,"a: Slow down entering, speed up exiting.,b: Maintain constant speed.,c: Speed up entering, slow down exiting.",a,Slow down when entering a curve and gradually increase speed as you exit to maintain control.
2,Safe Driving Tips,What is true about driving on a wet roadway?,"a: Faster driving reduces tire effectiveness.,b: Water doesn’t affect good tires.,c: Deep water is less dangerous.",a,"Driving faster on wet roads reduces tire grip, increasing the risk of hydroplaning."
1,Rules of the Road,What is true regarding seat belts and child restraints?,"a: Never place infants in front with airbags.,b: Airbags can harm infants in low-speed crashes.,c: Ensure all passengers use seat belts or restraints.",a,"Never place infants or small children in front with airbags, ensure all use seat belts or restraints, and place children under 12 in the back."
2,Safe Driving Tips,Which does not promote safe night driving?,"a: Keep windshield clean.,b: Tinted windows reduce visibility.,c: Carry a flashlight.",c,"Carrying a flashlight doesn’t directly promote safe night driving, unlike keeping the windshield clean or avoiding tinted windows."
2,Safe Driving Tips,Which statement about railroad crossings is true?,"a: Illegal to go around lowered gates.,b: Stop when directed by a flagger.,c: Not all crossings have signals or gates.",a,"It’s illegal to go around lowered gates, you must stop for flaggers or signals, and not all crossings have gates or lights."
2,Safe Driving Tips,Which statement is true about passing a motorcycle?,"a: Following closely is okay.,b: A motorcycle with two riders is more balanced.,c: Change lanes completely when passing.",c,"Completely change lanes when passing a motorcycle, as they’re entitled to a full lane, and avoid following too closely."
2,Safe Driving Tips,Which is true about driving in changing weather?,"a: Adjust driving for sudden weather changes.,b: Slow down in rain and fog.,c: Be aware of vehicles behind in bad weather.",a,"Adjust driving for sudden weather changes, slow down in rain or fog, and watch for vehicles behind going too fast."
2,Safe Driving Tips,Which is true when passing another vehicle?,"a: Signal 100 feet before passing.,b: Check mirrors and blind spot.,c: Wait until both headlights are visible in rearview.",a,"Signal at least 100 feet before passing, check mirrors and blind spots, and wait until both headlights of the passed vehicle are visible."
2,Safe Driving Tips,Which statement about speed is true?,"a: Driving too slowly can be dangerous.,b: Speeding can kill.,c: Speeding is safe for skilled drivers.",a,"Driving too slowly can cause unsafe passing, and speeding increases fatality risk, regardless of skill."
2,Safe Driving Tips,What should you do while backing?,"a: Rely only on mirrors.,b: Flash your lights.,c: Check behind by turning your head.",c,"Turn your head to look through the rear window while backing, and check behind the vehicle before entering, as mirrors are insufficient."
2,Safe Driving Tips,What is the safest way to pass a bicyclist on a two-lane road without bike lanes?,"a: Slow down and pass with sufficient space.,b: Continue driving, bicyclist moves.,c: Wait for a traffic signal or stop sign.",a,"Slow down, wait for clear traffic, and pass with at least 3–5 feet of space to avoid startling or endangering the bicyclist."
1,Rules of the Road,What does a ‘Reduced speed 35 mph’ sign mean?,"a: New speed limit starts at the sign.,b: New speed limit starts at the next sign.,c: Slow down before the reduced speed zone.",a,"The new 35 mph speed limit begins at the Reduced speed sign."""
1,Rules of the Road,Who must wear a seat belt in a moving vehicle by law?,"a: All occupants.,b: Only the driver.,c: Only under 18.",a,"All occupants must wear properly fastened seat belts in Washington State, with fines for non-compliance."
1,Rules of the Road,What do work zone signs indicate?,"a: It is summer.,b: Stop and back up.,c: Less than ideal driving conditions.",c,"Orange work zone signs indicate road work, requiring extra caution due to less than ideal driving conditions."
2,Safe Driving Tips,How do worn or bald tires affect driving?,"a: Make turning more difficult.,b: Increase hydroplaning risk.,c: Increase stopping distance.",a,"Worn tires increase stopping distance, make turning harder, and raise the risk of hydroplaning."
4,Emergencies,What should you do when approaching a stopped emergency vehicle with flashing lights?,"a: Slow down and change lanes if possible.,b: Drive to the right and stop.,c: Continue at the same speed.",a,"Change lanes if possible or slow down below the speed limit, giving the emergency vehicle space, and be prepared to stop."
1,Rules of the Road,When must you stop at a railroad crossing?,"a: If a stop sign is posted.,b: If a crossing gate is lowered.,c: If crossing lights are flashing.",a,"Stop if a stop sign is posted, a gate is lowered, lights are flashing, a flagger directs you, or a train is too close."
2,Safe Driving Tips,How should you approach a railroad crossing with a crossbuck but no gates or lights?,"a: Cross with extreme caution when no train is coming.,b: Turn down radio to hear trains.,c: Wait for a flagger’s clearance.",a,"Approach with extreme caution, crossing only when no train is coming, and obey any flagger’s instructions."
1,Rules of the Road,What should you do if a traffic light changes to solid yellow at an intersection?,"a: Treat as a caution sign.,b: Stop immediately.,c: Stop unless too close to stop safely.",c,"Stop before entering the intersection if safe; if too close, proceed carefully through the intersection."
2,Safe Driving Tips,What should you do when borrowing an unfamiliar vehicle?,"a: Assume all vehicles are the same.,b: Hide your unfamiliarity.,c: Familiarize yourself with controls.",c,"Take time to learn the vehicle’s controls (signals, wipers, brakes, etc.) and correct any defects before driving."
1,Rules of the Road,What should you do at an intersection with a green light but pedestrians crossing against the red?,"a: Honk your horn.,b: Speed up to pass pedestrians.,c: Stop to let pedestrians cross.",c,"Stop and yield to pedestrians crossing, even if they’re in the wrong, to ensure their safety."
1,Rules of the Road,What should you do at an intersection with a flashing yellow light?,"a: Stop and wait.,b: Make a U-turn.,c: Drive carefully through.",c,"Proceed slowly and cautiously through a flashing yellow light, scanning for traffic in both directions."
4,Emergencies,What should you do if you hear a siren but can’t see the emergency vehicle?,"a: Keep driving until you see it.,b: Pull to the curb and stop.,c: Slow down but don’t stop.",b,Safely pull over to the right and stop until you’re sure the emergency vehicle isn’t approaching you.
2,Safe Driving Tips,What headlight setting should you use at night when another vehicle approaches?,"a: High beam.,b: Low beam.,c: Parking lights.",b,Use low beam headlights when approaching or following another vehicle at night to avoid blinding others.
2,Safe Driving Tips,How should you change lanes from the left to the right lane?,"a:Check mirrors,b:Look in mirrors,c:Check rear view",b,"Check mirrors, signal, and look over your right shoulder to check the blind spot before moving to the right lane."
4,Emergencies,What should you do if your vehicle’s accelerator sticks open?,"a: Blow your horn.,b: Slam on brakes.,c: Turn on four-way flashers.",c,"Turn off the ignition carefully, apply brakes, and move to a safe area; use four-way flashers to warn others."
1,Rules of the Road,What must you do when meeting an oncoming vehicle on a narrow road?,"a: Pull completely off the road.,b: Allow the oncoming vehicle half the road.,c: Demand they pull over.",b,Allow the oncoming vehicle at least half the main-traveled road to ensure both can pass safely.
4,Emergencies,What should you do if you hear a siren behind you while driving?,"a: Stop where you are.,b: Pull over to the right and stop.,c: Speed up to clear the way.",b,"Reduce speed, pull over to the right, and stop to create a clear path for the emergency vehicle."
2,Safe Driving Tips,What should you know when approaching a heavy truck from behind on a hill?,"a: It may be slower than the speed limit.,b: You can always safely pass.,c: It’s always legal to pass.",a,"Trucks may travel slower than the speed limit on hills, and passing may be unsafe or illegal with limited visibility."
2,Safe Driving Tips,What should you do when it begins to rain while driving?,"a: Drive faster than traffic.,b: Drive at the maximum speed limit.,c: Slow down.",c,"Reduce speed, turn on headlights, and stop on the shoulder if heavy rain severely reduces visibility."
2,Safe Driving Tips,What should you do when driving in sleet or snow?,"a: Keep windshield and mirrors clear.,b: Increase following distance.,c: Approach vehicles with caution.",a,"Keep windshield and mirrors clear, increase following distance, and approach vehicles cautiously in snowy conditions."
4,Emergencies,What should you do if your power steering fails?,"a: Honk and turn off ignition.,b: Turn on hazard lights and brace.,c: Steer harder, reduce speed, stop safely.",c,"Steer with extra effort, reduce speed, and pull off to a safe area to stop if power steering fails."
4,Emergencies,What should you do if someone is injured in an accident you’re involved in?,"a: Move the injured immediately.,b: Always leave them where they are.,c: Avoid moving them unnecessarily.",c,"Don’t move the injured unless necessary, keep them warm, and apply first aid like direct pressure for severe bleeding."
4,Emergencies,What should you do if your vehicle is blocking traffic after an accident?,"a: Move it off the roadway if possible.,b: Never move it.,c: Wait for police before moving.",a,"Move the vehicle off the roadway if possible after a minor collision, but stay at the scene and render assistance."
4,Emergencies,What should you do if you’re involved in an accident?,"a: Stop immediately.,b: Help the injured.,c: Call the police.",a,"Stop immediately, move the vehicle if safe, help the injured without unnecessary movement, and call the police."
2,Safe Driving Tips,What should you do while waiting to complete a left turn in an intersection?,"a: Signal and keep wheels turned left.,b: Signal and keep wheels straight.,c: Flash headlights to clear traffic.",b,Signal and keep wheels straight to avoid being pushed into oncoming traffic if hit from behind.
2,Safe Driving Tips,"When can you safely pass on a two-way, two-lane street?","a: You can see the road ahead clearly.,b: You can return to your lane before oncoming traffic.,c: Your vehicle can reach the necessary speed.",a,"Pass only when the road is clear, you can return before meeting oncoming traffic, and your vehicle can handle the speed."
2,Safe Driving Tips,What should you do if an intersection is blocked by traffic?,"a: Go slowly until traffic moves.,b: Get close to the car in front.,c: Stay out of the intersection.",c,Wait outside the intersection until traffic clears to avoid blocking it.
1,Rules of the Road,What must you do at an intersection with a flashing red light?,"a: Slow down and drive carefully.,b: Turn right or left.,c: Stop and wait until clear.",c,"Come to a full stop at a flashing red light, then proceed when the intersection is clear."
1,Rules of the Road,When do you have the right-of-way when turning left?,"a: On a solid green light.,b: On a flashing yellow light.,c: On a green arrow pointing left.",c,"A green arrow pointing left gives you the right-of-way to turn left, with oncoming traffic required to stop."
3,In Shape to Drive,How can you avoid alcohol-related crashes?,"a: Decide not to drive before drinking.,b: Say “No thanks, I’m driving.”,c: Call a taxi.",a,"Decide before drinking that you won’t drive, say no to drinks if driving, or arrange alternative transportation like a taxi."
1,Rules of the Road,When may you continue through a yellow light?,"a: If an emergency vehicle is crossing.,b: If pedestrians are crossing.,c: If already in the intersection.",c,Continue carefully through a yellow light if you’re already in the intersection when it appears.
1,Rules of the Road,When may you cross double solid yellow lines?,"a: To pass a slow-moving truck.,b: To turn into a driveway.,c: To pass another car.",b,"Cross double solid yellow lines only to turn left into or from a driveway, exit a highway, or make a permitted U-turn."
1,Rules of the Road,When may you cross solid yellow lines?,"a: To pass same-direction traffic.,b: During daylight hours only.,c: When making a turn.",c,"Solid yellow lines may be crossed only when making a turn, such as into a driveway or for a U-turn where permitted."
1,Rules of the Road,When may you cross a dashed white line?,"a: At any time.,b: Only during daylight hours.,c: When safe to change lanes.",c,Cross dashed white lines to pass or change lanes when it’s safe to do so.
1,Rules of the Road,Can you drive around or under a railroad crossing gate being lowered or raised?,"a: If the train isn’t too close.,b: If it won’t damage the gate.,c: If you look carefully.",c,Stop completely at a moving gate and wait until it’s fully raised and signals stop before crossing.
5,Vehicle Licensing,Where may you not park?,"a: On a hill.,b: In a parking lot.,c: On a crosswalk or bike lane.",c,"It’s illegal to park on a crosswalk or marked bicycle lane, and street parking must be within 12 inches of the curb."
5,Vehicle Licensing,Can you park or stop on the shoulder of a freeway?,"a: With four-way flashers on.,b: If no part of the vehicle is on the road.,c: To look at a map.",c,Parking on a freeway shoulder is prohibited except in emergencies.
2,Safe Driving Tips,When must you dim your high beam lights?,"a: Within 100 feet of an oncoming vehicle.,b: Within 250 feet.,c: Within 300 feet.",c,Dim high beams within 500 feet of an oncoming vehicle to avoid blinding other drivers.
1,Rules of the Road,What is the maximum speed you may drive?,"a: The maximum speed limit.,b: A speed faster than reasonable.,c: A speed safe for conditions.",c,"Drive at a speed safe for the area, traffic, pedestrians, weather, road conditions, and light, within legal limits."
4,Emergencies,When must you pull over for an emergency vehicle?,"a: Regardless of direction.,b: Only if it’s following you.,c: Only if approaching from the opposite direction.",a,"Pull over and stop for an emergency vehicle with flashing lights, regardless of its direction."
1,Rules of the Road,When must you stop for a school bus?,"a: If parked with no one in it.,b: When approaching without flashing lights.,c: On a two-lane highway with red lights flashing.",c,"Stop on a two-lane road when a school bus has flashing red lights, until the lights stop or the stop arm is withdrawn."
4,Emergencies,When must you yield for emergency vehicles?,"a: Never.,b: When they have flashing lights or sirens.,c: Only if other vehicles yield.",b,"Yield to emergency vehicles using sirens or flashing red, blue, or white lights."
1,Rules of the Road,When must you yield to other drivers?,"a: When entering from a garage or alley.,b: At an unmarked intersection with a vehicle on your left.,c: When your signal is a green arrow.",a,"Yield when entering from an alley, driveway, or garage, and to pedestrians on an intersecting sidewalk."
2,Safe Driving Tips,Why must you use extra caution near a pedestrian with a white cane?,"a: They are deaf.,b: They are a police officer.,c: They are blind.",c,"Slow down, yield, and be prepared to stop for a blind pedestrian with a white cane or guide dog."
5,Vehicle Licensing,What should you do if you notice a vehicle defect affecting safety?,"a: Correct it as soon as possible.,b: Correct it when affordable.,c: Drive slower.",a,Correct any safety-related vehicle defect immediately before driving to ensure safe operation.
2,Safe Driving Tips,"What should you do if the driver ahead is distracted, driving with one hand and talking?","a: Give them extra space.,b: Know they’re reducing safety.,c: Avoid following their example.",a,Give extra space to a distracted driver to reduce the risk of an accident due to their inattentiveness.
2,Safe Driving Tips,When should you honk your horn?,"a: Traveling through an intersection.,b: Passing a bicyclist.,c: To warn a child running into the street.",c,"Use your horn to warn others, like a child running into the street, when they may not see you."
2,Safe Driving Tips,What should you do before backing out of a driveway with children nearby?,"a: Rev your engine.,b: Sound your horn.,c: Check behind the car.",c,"Walk to the back of the car to ensure the way is clear, especially with children nearby, before backing."
1,Rules of the Road,What should you do if you want to turn left at a green light with heavy oncoming traffic?,"a: Use the next intersection.,b: Wait at the crosswalk.,c: Wait in the center of the intersection.",a,"Wait for oncoming traffic to clear or use the next intersection, as entering the intersection is unsafe with heavy traffic."
2,Safe Driving Tips,What affects your ability to stop?,"a: Signal lights.,b: Other cars.,c: The time of day.",c,"Stopping ability is affected by road conditions, requiring slower speeds on slippery surfaces to maintain control."
2,Safe Driving Tips,What is a blind spot?,"a: Area you can’t see without moving your head.,b: Directly behind your vehicle.,c: Area seen in your rearview mirror.",a,Blind spots are areas to the sides and behind the vehicle that you can’t see without turning your head.
3,In Shape to Drive,How many alcoholic drinks does your body process per hour?,"a: Three drinks.,b: One drink.,c: Two drinks.",b,"The average body processes about one alcoholic drink per hour, though this varies by weight, food intake, and health."
2,Safe Driving Tips,What do your brake lights indicate to other drivers?,"a: You’re making a turn.,b: Your emergency brake is on.,c: You’re slowing or stopping.",c,Brake lights signal to other drivers that you are slowing down or stopping.
2,Safe Driving Tips,What should be your first response to reduced visibility?,"a: Turn on headlights.,b: Reduce speed.,c: Turn on wipers.",b,Reduce speed first when visibility decreases to maintain control and safety on the road.
2,Safe Driving Tips,How does stopping distance change?,"a: Increases on wet or icy roads.,b: Increases on paved highways.,c: Increases at night.",a,Stopping distance increases on wet or icy roads due to reduced traction.
