section-num,section-name,question,options,correct-answer,note
5,"Passing, Lane Changes, and Speed Management","A person who drives much slower than the posted speed limit: That person:","a: Always has the right-of-way.,b: Is a very safe driver.,c: Should not allow following cars to pass.",c,"Driving significantly slower than the speed limit can impede traffic, and such drivers should allow others to pass when safe."
2,"Traffic Signs, Signals, and Markings","What does a red and white triangular sign at an intersection mean?","a: Always come to a full stop at the intersection.,b: Look both ways as you cross the intersection.,c: Slow down if an emergency vehicle is approaching.",b,"A red and white triangular sign is a yield sign, requiring drivers to look both ways and yield to other traffic or pedestrians."
2,"Traffic Signs, Signals, and Markings","What has a same meaning as a red flashing traffic light?","a: Solid red light.,b: Yield sign.,c: Stop sign.",c,"A red flashing traffic light has the same meaning as a stop sign, requiring a complete stop."
2,"Traffic Signs, Signals, and Markings","What does a regulatory sign containing a red circle with a slash through the middle indicates?","a: Drivers should come to a complete stop.,b: An action is forbidden.,c: Some drivers should yield to other drivers.",b,"A red circle with a slash indicates a prohibited action, such as 'No Left Turn' or 'No U-Turn.'"
8,"General Driving Techniques and Emergencies","What is the symbol of a slow-moving vehicle?","a: A diamond-shaped yellow sign.,b: A circular green sign.,c: A rectangular red sign.",c,"A slow-moving vehicle is marked by a rectangular red or orange sign with a reflective border, typically on vehicles like farm equipment."
2,"Traffic Signs, Signals, and Markings","What does a solid white line on the right edge of the highway slants in to the left shows?","a: You are approaching a construction area.,b: There is an intersection just ahead.,c: You will be required to turn left just ahead.",b,"A solid white line slanting left on the right edge of the highway indicates an upcoming intersection."
2,"Traffic Signs, Signals, and Markings","What does a solid yellow line on your side of the centerline mean?","a: Do not pass.,b: Traffic light ahead.,c: Reduce your speed.",a,"A solid yellow line on your side of the centerline prohibits passing from your direction."
5,"Passing, Lane Changes, and Speed Management","What is a speed limit?","a: The maximum or minimum legal speed you can travel on a road under ideal conditions.,b: The maximum or minimum legal speed you can travel on a road under dangerous conditions.,c: The suggested speed to travel on a road under ideal conditions.",a,"A speed limit is the maximum legal speed allowed on a road under ideal conditions, though drivers must adjust for safety."
2,"Traffic Signs, Signals, and Markings","A steady green traffic light at an intersection mean?","a: Adjust your mirrors.,b: Increase your speed.,c: You may continue through the intersection at a safe and reasonable speed only if is safe.",c,"A steady green light allows drivers to proceed through the intersection at a safe speed, provided it is clear."
2,"Traffic Signs, Signals, and Markings","A steady yellow traffic signal light is a warning that the light is about to change to red. What should you do if you are already within the intersection when a green light changes to yellow?","a: Stop.,b: Increase your speed.,c: Continue moving and clear the intersection safely.",c,"If already in the intersection when the light turns yellow, drivers should continue moving to clear it safely."
2,"Traffic Signs, Signals, and Markings","A steady yellow traffic signal means that a ______ light will soon appear.","a: Steady red.,b: Steady green.,c: Flashing yellow.",a,"A steady yellow light warns that a steady red light, requiring a stop, will soon appear."
2,"Traffic Signs, Signals, and Markings","What is the symbol of a stop sign?","a: Rectangle.,b: Square.,c: Circle.",b,"A stop sign is an octagon, often referred to as a square with cut corners, for easy recognition."
2,"Traffic Signs, Signals, and Markings","What does a traffic light mean when displaying a green arrow and a red light?","a: You must wait for a solid green light to proceed in any direction.,b: You may drive only in the direction of the green arrow.,c: You may only drive straight ahead.",b,"A green arrow with a red light allows driving only in the direction of the arrow, such as a left or right turn."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","When can you proceed after stopping for a school bus that is unloading children?","a: Do not proceed until the children wave to you.,b: Watch for children walking along the side of the road.,c: Accelerate quickly.",b,"After stopping for a school bus, drivers must watch for children and proceed only when it is safe."
3,"Impaired Driving","Alcohol is:","a: A stimulant.,b: An antihistamine.,c: A depressant.",c,"Alcohol is a depressant, slowing down the central nervous system and impairing driving ability."
8,"General Driving Techniques and Emergencies","Always allow extra space in front of your vehicle when following a:","a: Passenger vehicle.,b: Station wagon.,c: Motorcycle.",c,"Motorcycles require extra following distance due to their ability to stop quickly and their vulnerability."
1,"Adverse Weather and Visibility Conditions","When an approaching driver fails to dim their high beam headlights. Where should you look?","a: Toward the left side of the road.,b: Toward the right side of the road.,c: At the wheels of the approaching vehicle.",b,"To avoid glare from high beams, look toward the right side of the road to stay oriented."
8,"General Driving Techniques and Emergencies","Who is an inattentive driver?","a: Only watches the vehicle ahead of their vehicle.,b: Maintains eye contact during a conversation with a passenger while driving.,c: Stares at objects off the roadway or daydreams while driving.",c,"An inattentive driver is distracted by staring off the roadway or daydreaming, reducing awareness of traffic."
2,"Traffic Signs, Signals, and Markings","What should you do when you approach an intersection with a flashing yellow light?","a: Slow down and proceed with caution.,b: Stop before crossing the intersection.,c: Wait for a green light before proceeding.",a,"A flashing yellow light requires slowing down and proceeding cautiously, yielding to other traffic."
8,"General Driving Techniques and Emergencies","As you are close to an intersection the traffic light changes from green to yellow. Your best action is to:","a: Speed up to beat the red light.,b: Be prepared to stop in the center of the intersection.,c: Apply the brakes sharply to stop.",c,"When a light turns yellow near an intersection, apply the brakes to stop safely, avoiding entering the intersection."
6,"Parking and Stopping","What should you do after you have finished parallel parking in a space between two other cars and assuming the street is level?","a: Move as far forward in the space as possible.,b: Make sure your car almost touches the car behind you.,c: Leave your front wheels turned toward the curb.",c,"After parallel parking on a level street, leave front wheels turned toward the curb to prevent rolling."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","At a crosswalk:","a: Yield to pedestrians.,b: Pedestrians must yield to you.,c: Construction workers must yield to you.",a,"Drivers must yield to pedestrians at crosswalks to ensure their safety."
2,"Traffic Signs, Signals, and Markings","You may proceed in the direction of the arrow at a red traffic light with a green arrow if:","a: Come to a complete stop.,b: Wait until the light changes.,c: You are in the proper lane and the roadway is clear.",c,"A green arrow with a red light allows proceeding in the arrow’s direction if in the correct lane and the road is clear."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","What should you do at a school crossing sign?","a: Watch for children and be ready to stop.,b: Always stop whether there is a stop sign or not.,c: Always honk your horn when you see children.",a,"At a school crossing sign, watch for children and be prepared to stop to ensure their safety."
1,"Adverse Weather and Visibility Conditions","What should you do at dusk or on overcast day?","a: Not turn on any vehicle lights.,b: Drive using your parking lights.,c: Drive using your four-way flashers.",b,"At dusk or on overcast days, use low-beam headlights (not parking lights or flashers) for visibility."
1,"Adverse Weather and Visibility Conditions","What is hard to see at night?","a: Pedestrians.,b: Road signs.,c: Other motorists.",a,"Pedestrians are hard to see at night due to low visibility, requiring extra caution."
5,"Passing, Lane Changes, and Speed Management","What should you do before changing lanes or attempting to pass another vehicle?","a: Check your blind spots and mirrors.,b: Signal your intention before changing lanes.,c: All of the above.",c,"Before changing lanes or passing, check blind spots, mirrors, and signal your intention."
8,"General Driving Techniques and Emergencies","What should you do before switching on the ignition?","a: Be sure all passengers have buckled their safety belts.,b: Buckle your safety belt.,c: Both of the above.",c,"Before starting the vehicle, ensure both you and your passengers are buckled up."
8,"General Driving Techniques and Emergencies","What should you do before turning?","a: Increase your speed.,b: Turn the wheel.,c: Use your signal.",c,"Signal your intention to turn well in advance to alert other drivers."
6,"Parking and Stopping","What should you do before leaving a parking space that is parallel to the curb?","a: Use your horn.,b: Turn on your four-way flashers.,c: Look for traffic by turning your head.",c,"Before leaving a parallel parking space, check for traffic by turning your head to ensure it’s safe."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","What does bicyclists aren’t required to if they differ from motorists?","a: Report accidents resulting in serious injury.,b: Signal all turns.,c: Obey the same traffic laws.",b,"Bicyclists are not required to signal all turns, unlike motorists, but must still follow most traffic laws."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","Blind persons legally have the right-of-way when crossing the street when they are:","a: Helped by another person.,b: Led by a guide dog or using a white or metallic cane.,c: Wearing light-colored clothing.",b,"Blind persons have the right-of-way when using a guide dog or white/metallic cane, indicating their need for priority."
8,"General Driving Techniques and Emergencies","What are blind spots?","a: Areas of the road that cannot be seen in a vehicle's mirrors.,b: Spots in your vision when you become fatigued.,c: Traffic control devices.",a,"Blind spots are areas around a vehicle not visible in mirrors, requiring drivers to check physically."
2,"Traffic Signs, Signals, and Markings","What does a construction zone sign look like?","a: Diamond-shaped or rectangular with orange and black coloring.,b: Round or octagonal with black and yellow coloring.,c: Square or rectangular with white and red coloring.",a,"Construction zone signs are typically diamond-shaped or rectangular with orange and black colors for high visibility."
1,"Adverse Weather and Visibility Conditions","What happens when you continuously hard brake on ice and snow?","a: Helps you stop faster.,b: Keeps the brakes from freezing.,c: Locks the front wheels of a vehicle causing a loss of steering.",c,"Hard braking on ice or snow can lock the wheels, causing a loss of steering control."
7,"Railroad Crossings","What does a crossbuck sign indicate?","a: Railroad crossings.,b: School zones.,c: No passing zones.",a,"A crossbuck sign indicates a railroad crossing, warning drivers to be cautious."
8,"General Driving Techniques and Emergencies","What is defensive driving?","a: Defending yourself against drivers by getting ahead of them in traffic.,b: Identifying dangerous driving situations and taking action to avoid accidents.,c: Following the vehicle ahead of you at a close distance.",b,"Defensive driving involves anticipating hazards and taking actions to avoid accidents."
8,"General Driving Techniques and Emergencies","What can cause distracted driving?","a: Changing a CD.,b: Talking or texting on a cellular phone.,c: Eating drinking or smoking.",b,"Talking or texting on a phone is a significant cause of distracted driving, reducing focus on the road."
8,"General Driving Techniques and Emergencies","You should not follow other cars too closely because:","a: You may not see the vehicle's turn signals.,b: You may not have time to stop if the vehicle in front of you slows or stops suddenly.,c: You may not see the road between the cars.",b,"Following too closely reduces reaction time, increasing the risk of a collision if the vehicle ahead stops suddenly."
2,"Traffic Signs, Signals, and Markings","What does double solid yellow lines painted down the middle of the road mean?","a: Pedestrian crossing ahead.,b: Railroad crossing ahead.,c: Passing is not permitted from either direction.",c,"Double solid yellow lines prohibit passing from either direction for safety."
3,"Impaired Driving","Drinking alcohol and driving is:","a: Safe if you have only had a few drinks.,b: A serious traffic safety problem.,c: A minor traffic safety problem.",b,"Drinking and driving is a serious safety issue, as even small amounts of alcohol impair driving ability."
3,"Impaired Driving","What happens when you drink coffee after drinking alcohol?","a: Decreases blood alcohol concentration BAC.,b: Cancels the effect of the alcohol.,c: Has no effect on blood alcohol concentration BAC.",c,"Coffee does not reduce BAC or counteract alcohol’s impairing effects."
3,"Impaired Driving","Driving under the influence of any medication which impairs your driving is permitted:","a: Under no circumstances.,b: If it is prescribed by a doctor.,c: If you don't feel drowsy.",a,"Driving under the influence of impairing medication, whether prescription or not, is not permitted."
2,"Traffic Signs, Signals, and Markings","Fines in a construction zone are:","a: Cut in half.,b: Tripled.,c: Doubled.",c,"Fines in construction zones are typically doubled to deter unsafe driving near workers."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","You should give the right-of-way to any pedestrian who is:","a: In any crosswalk or intersection.,b: In a marked crosswalk.,c: Crossing any street.",a,"Pedestrians in any crosswalk or intersection have the right-of-way, requiring drivers to yield."
8,"General Driving Techniques and Emergencies","Having a driver license is a:","a: Right.,b: Privilege.,c: Requirement.",b,"A driver’s license is a privilege, not a right, and can be revoked for unsafe behavior."
1,"Adverse Weather and Visibility Conditions","Highway pavement will be particularly dangerous and most slippery when:","a: If it has just begun to rain.,b: If it has been raining for several hours.,c: If it has been raining for one to two hours.",a,"Pavement is most slippery when it has just begun to rain, as oil and water create a slick surface."
1,"Adverse Weather and Visibility Conditions","How can you reduce the risk of hydroplaning?","a: Replace tires with bad tread.,b: Use tires with proper air pressure.,c: Do not speed when the roads are wet.",c,"Avoiding speeding on wet roads reduces the risk of hydroplaning, as does maintaining proper tire tread and pressure."
3,"Impaired Driving","How many alcoholic drinks does it take to affect your driving ability?","a: Three,b: Two,c: One",c,"Even one alcoholic drink can impair driving ability, affecting reaction time and judgment."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","What should you do if you see a child who is about to run into the street?","a: Prepare to slow down.,b: Flash your headlights.,c: Sound a sharp blast of your horn.",a,"Prepare to slow down to avoid a collision if a child is about to run into the street."
4,"Interacting with Pedestrians, Bicyclists, and Other Special Road Users","What should the motorist do if they see pedestrians in an upcoming crosswalk?","a: Continue ahead as the motorist has the right-of-way.,b: Wait for the pedestrians to cross the street.,c: Pull to the right and go around the pedestrians.",b,"Wait for pedestrians to cross the street, as they have the right-of-way in a crosswalk."
8,"General Driving Techniques and Emergencies","What should you do if a tire suddenly blows out while you are driving?","a: Brake hard and steer toward the right edge of the roadway.,b: Pump the brakes rapidly.,c: Grip the steering wheel firmly slow down and exit the traffic lane.",c,"Grip the wheel firmly, ease off the gas, and safely exit the traffic lane to handle a tire blowout."
7,"Railroad Crossings","What should you do if an approaching train is near enough or going fast enough to be a danger?","a: Cross the tracks at your own risk.,b: Not cross the tracks until the train has completely passed.,c: Slow down and proceed with caution.",b,"Do not cross the tracks until the train has completely passed to avoid a collision."
8,"General Driving Techniques and Emergencies","What should you do if an oncoming driver is heading toward you in your lane?","a: Use your horn steer right and accelerate.,b: Use your horn steer left and brake.,c: Use your horn steer right and brake.",c,"Use your horn to alert the driver, steer right to avoid a collision, and brake to slow down."
1,"Adverse Weather and Visibility Conditions","What should you do if an oncoming headlights are blinding you while you are driving at night?","a: Turn your lights on and off.,b: Switch your lights to high beams.,c: Look toward the right edge of the road.",c,"Look toward the right edge of the road to avoid glare from oncoming headlights."
3,"Impaired Driving","If someone has consumed alcoholic drinks what will help the person overcome the influence of those drinks?","a: Tomato juice and lime,b: Hot coffee,c: Fresh air",c,"Fresh air and time are the only ways to reduce alcohol’s effects; other substances do not counteract BAC."
